IND,YEAR,EMP,WAGE,CAP,INDOUTPT,N,W,K,YS,REC,YEARM1,ID,NL1,NL2,WL1,KL1,KL2,YSL1,YSL2
2,1977,9.5620003,29.4652996,1.8613,109.1999969,2.257797,3.3832133,0.6212752,4.693181,443,1976,64,2.2054131, ,3.5176995,0.5939896, ,4.7013888, 
2,1978,9.4879999,29.7516003,1.9375,111.9000015,2.2500279,3.3928828,0.6613985,4.7176056,444,1977,64,2.257797,2.2054131,3.3832133,0.6212752,0.5939896,4.693181,4.7013888
2,1979,9.5900002,27.6723003,1.8433,111,2.260721,3.3204319,0.6115574,4.7095304,445,1978,64,2.2500279,2.257797,3.3928828,0.6613985,0.6212752,4.7176056,4.693181
2,1980,9.3800001,25.7975006,1.7134,100,2.2385798,3.2502775,0.5384797,4.6051702,446,1979,64,2.260721,2.2500279,3.3204319,0.6115574,0.6613985,4.7095304,4.7176056
2,1981,8.3579998,27.2805996,1.4133,89,2.1232193,3.3061757,0.3459274,4.4886365,447,1980,64,2.2385798,2.260721,3.2502775,0.5384797,0.6115574,4.6051702,4.7095304
2,1982,7.0359998,27.9862995,1.2695,90.9000015,1.9510398,3.3317151,0.2386231,4.5097599,448,1981,64,2.1232193,2.2385798,3.3061757,0.3459274,0.5384797,4.4886365,4.6051702
2,1976,25.1060009,29.9932995,7.0049,110.0999985,3.2231069,3.400974,1.9466099,4.7013888,449,1982,65, , , , , , , 
2,1977,24.0189991,31.1198997,6.98,109.1999969,3.1788452,3.4378474,1.943049,4.693181,450,1976,65,3.2231069, ,3.400974,1.9466099, ,4.7013888, 
2,1978,24.0809994,30.7339993,6.4631,111.9000015,3.1814232,3.4253695,1.866109,4.7176056,451,1977,65,3.1788452,3.2231069,3.4378474,1.943049,1.9466099,4.693181,4.7013888
2,1979,23.6879997,26.9734001,6.0222998,111,3.1649685,3.2948513,1.7954692,4.7095304,452,1978,65,3.1814232,3.1788452,3.4253695,1.866109,1.943049,4.7176056,4.693181
2,1980,21.7390003,26.2378998,5.7821999,100,3.079108,3.267205,1.7547842,4.6051702,453,1979,65,3.1649685,3.1814232,3.2948513,1.7954692,1.866109,4.7095304,4.7176056
2,1981,18.5849991,28.4281006,6.3329,89,2.9223547,3.347378,1.8457583,4.4886365,454,1980,65,3.079108,3.1649685,3.267205,1.7547842,1.7954692,4.6051702,4.7095304
2,1982,19.566,26.8003006,6.237,90.9000015,2.9737933,3.288413,1.8304993,4.5097599,455,1981,65,2.9223547,3.079108,3.347378,1.8457583,1.7547842,4.4886365,4.6051702
2,1977,8.5,32.8913002,5.2909999,109.875,2.1400661,3.4932082,1.6660073,4.6993432,456,1982,66, , , , , , , 
2,1978,8.5,30.0207996,5.4821,109.875,2.1400661,3.4018905,1.7014883,4.6993432,457,1977,66,2.1400661, ,3.4932082,1.6660073, ,4.6993432, 
2,1979,8.3000002,30.3237991,5.7722001,111.6750031,2.1162555,3.4119329,1.7530533,4.7155929,458,1978,66,2.1400661,2.1400661,3.4018905,1.7014883,1.6660073,4.6993432,4.6993432
2,1980,8.3000002,28.0601997,5.8627,108.25,2.1162555,3.3343523,1.7686102,4.6844435,459,1979,66,2.1162555,2.1400661,3.4119329,1.7530533,1.7014883,4.7155929,4.6993432
2,1981,7.6999998,28.3453007,5.5780001,97.25,2.0412202,3.3444612,1.7188303,4.5772848,460,1980,66,2.1162555,2.1162555,3.3343523,1.7686102,1.7530533,4.6844435,4.7155929
2,1982,7,35.3101997,5.2565999,89.4749985,1.9459101,3.5641718,1.6594844,4.4939594,461,1981,66,2.0412202,2.1162555,3.3444612,1.7188303,1.7686102,4.5772848,4.6844435
2,1983,6.9000001,30.0643997,5.1087999,91.6500015,1.9315214,3.4033418,1.6309645,4.5179768,462,1982,66,1.9459101,2.0412202,3.5641718,1.6594844,1.7188303,4.4939594,4.5772848
8,1976,11.658,16.9153004,0.6378,117.0447998,2.4559927,2.8282185,-0.4497305,4.7625566,463,1983,67, , , , , , , 
8,1977,12.2709999,18.3649006,0.6458,120.5774002,2.5072389,2.9104412,-0.4372654,4.7922916,464,1976,67,2.4559927, ,2.8282185,-0.4497305, ,4.7625566, 
8,1978,12.2510004,18.6629009,0.7181,119.3105011,2.5056076,2.9265378,-0.3311464,4.7817292,465,1977,67,2.5072389,2.4559927,2.9104412,-0.4372654,-0.4497305,4.7922916,4.7625566
8,1979,11.8199997,20.3227005,0.7518,117.8746033,2.4697931,3.0117385,-0.2852849,4.7696214,466,1978,67,2.5056076,2.5072389,2.9265378,-0.3311464,-0.4372654,4.7817292,4.7922916
8,1980,10.8859997,20.3880997,0.6783,100,2.3874776,3.0149515,-0.3881656,4.6051702,467,1979,67,2.4697931,2.5056076,3.0117385,-0.2852849,-0.3311464,4.7696214,4.7817292
8,1981,9.6000004,20.4620991,0.5948,92.6621017,2.2617631,3.0185742,-0.5195301,4.5289598,468,1980,67,2.3874776,2.4697931,3.0149515,-0.3881656,-0.2852849,4.6051702,4.7696214
8,1982,9.7659998,20.2388,0.557,91.270401,2.2789071,3.0076015,-0.5851901,4.5138264,469,1981,67,2.2617631,2.3874776,3.0185742,-0.5195301,-0.3881656,4.5289598,4.6051702
2,1976,3.74,36.4379005,4.1327,110.0999985,1.3190856,3.5956094,1.4189309,4.7013888,470,1982,68, , , , , , , 
2,1977,3.7780001,33.8451004,4.3586998,109.1999969,1.3291948,3.5217943,1.4721738,4.693181,471,1976,68,1.3190856, ,3.5956094,1.4189309, ,4.7013888, 
2,1978,3.8110001,34.3114014,4.4966002,111.9000015,1.3378917,3.5354776,1.5033216,4.7176056,472,1977,68,1.3291948,1.3190856,3.5217943,1.4721738,1.4189309,4.693181,4.7013888
2,1979,4.4400001,30.3201008,5.9594002,111,1.4906543,3.4118109,1.7849698,4.7095304,473,1978,68,1.3378917,1.3291948,3.5354776,1.5033216,1.4721738,4.7176056,4.693181
2,1980,6.3080001,27.1709995,5.1318998,100,1.8418187,3.3021502,1.6354759,4.6051702,474,1979,68,1.4906543,1.3378917,3.4118109,1.7849698,1.5033216,4.7095304,4.7176056
2,1981,5.8610001,28.2644997,4.7757001,89,1.7683202,3.3416066,1.5635406,4.4886365,475,1980,68,1.8418187,1.4906543,3.3021502,1.6354759,1.7849698,4.6051702,4.7095304
2,1982,5.4289999,27.9046993,4.0679998,90.9000015,1.6917549,3.3287952,1.4031514,4.5097599,476,1981,68,1.7683202,1.8418187,3.3416066,1.5635406,1.6354759,4.4886365,4.6051702
2,1977,1.272,31.0517998,0.373,109.875,0.2405904,3.4356568,-0.9861768,4.6993432,477,1982,69, , , , , , , 
2,1978,1.2920001,31.0014992,0.3952,109.875,0.2561915,3.4340355,-0.9283633,4.6993432,478,1977,69,0.2405904, ,3.4356568,-0.9861768, ,4.6993432, 
2,1979,1.386,30.1142998,0.4178,111.6750031,0.3264219,3.4050002,-0.8727524,4.7155929,479,1978,69,0.2561915,0.2405904,3.4340355,-0.9283633,-0.9861768,4.6993432,4.6993432
2,1980,1.46,27.9505005,0.5053,108.25,0.3784365,3.330435,-0.682603,4.6844435,480,1979,69,0.3264219,0.2561915,3.4050002,-0.8727524,-0.9283633,4.7155929,4.6993432
2,1981,1.351,26.4981995,0.482,97.25,0.300845,3.2770767,-0.7298112,4.5772848,481,1980,69,0.3784365,0.3264219,3.330435,-0.682603,-0.8727524,4.6844435,4.7155929
2,1982,1.365,28.1121006,0.4646,89.4749985,0.3111544,3.3362,-0.7665784,4.4939594,482,1981,69,0.300845,0.3784365,3.2770767,-0.7298112,-0.682603,4.5772848,4.6844435
2,1983,1.4630001,27.9712009,0.4394,91.6500015,0.3804892,3.3311753,-0.8223451,4.5179768,483,1982,69,0.3111544,0.300845,3.3362,-0.7665784,-0.7298112,4.4939594,4.5772848
9,1977,2.6489999,23.6453991,0.3074,104.5512009,0.9741822,3.1631687,-1.1796055,4.6496768,484,1983,70, , , , , , , 
9,1978,2.5050001,22.2870998,0.3022,107.5437012,0.9182888,3.104008,-1.1966662,4.6778975,485,1977,70,0.9741822, ,3.1631687,-1.1796055, ,4.6496768, 
9,1979,2.4030001,22.3043003,0.3024,110.0803986,0.876718,3.1047795,-1.1960046,4.701211,486,1978,70,0.9182888,0.9741822,3.104008,-1.1966662,-1.1796055,4.6778975,4.6496768
9,1980,2.247,21.9789009,0.2857,108.9508972,0.809596,3.0900829,-1.252813,4.6908975,487,1979,70,0.876718,0.9182888,3.1047795,-1.1960046,-1.1966662,4.701211,4.6778975
9,1981,1.853,20.3448009,0.3301,98.2966003,0.616806,3.0128255,-1.1083597,4.5879893,488,1980,70,0.809596,0.876718,3.0900829,-1.252813,-1.1960046,4.6908975,4.701211
9,1982,1.322,23.1259003,0.2424,92.5936966,0.2791457,3.1409533,-1.417166,4.5282211,489,1981,70,0.616806,0.809596,3.0128255,-1.1083597,-1.252813,4.5879893,4.6908975
9,1983,0.816,25.1590004,0.148,91.5326004,-0.2033409,3.2252157,-1.910543,4.516695,490,1982,70,0.2791457,0.616806,3.1409533,-1.417166,-1.1083597,4.5282211,4.5879893
9,1976,1.6,27.6175003,0.3272,102.5302963,0.4700036,3.3184497,-1.1171837,4.6301584,491,1983,71, , , , , , , 
9,1977,1.429,23.0534,0.3244,106.1199036,0.3569749,3.1378133,-1.125778,4.6645699,492,1976,71,0.4700036, ,3.3184497,-1.1171837, ,4.6301584, 
9,1978,1.605,23.2287998,0.433,108.8227997,0.4731238,3.1453929,-0.8370175,4.6897206,493,1977,71,0.3569749,0.4700036,3.1378133,-1.125778,-1.1171837,4.6645699,4.6301584
9,1979,1.798,23.906601,0.4627,111.3164978,0.5866749,3.1741545,-0.7706764,4.7123775,494,1978,71,0.4731238,0.3569749,3.1453929,-0.8370175,-1.125778,4.6897206,4.6645699
9,1980,1.586,22.5639,0.2929,102.9835968,0.4612151,3.1163514,-1.227924,4.6345696,495,1979,71,0.5866749,0.4731238,3.1741545,-0.7706764,-0.8370175,4.7123775,4.6897206
9,1981,1.011,23.9377995,0.2295,94.8896027,0.01094,3.1754587,-1.4718523,4.5527143,496,1980,71,0.4612151,0.5866749,3.1163514,-1.227924,-0.7706764,4.6345696,4.7123775
9,1982,0.913,23.9335995,0.2184,91.4087982,-0.0910194,3.1752832,-1.521427,4.5153418,497,1981,71,0.01094,0.4612151,3.1754587,-1.4718523,-1.227924,4.5527143,4.6345696
9,1976,13.3529997,30.6086998,2.3559,103.7668991,2.5917411,3.4212842,0.8569229,4.6421471,498,1982,72, , , , , , , 
9,1977,12.2550001,29.0960999,2.1592,106.9041977,2.505934,3.370604,0.7697378,4.6719332,499,1976,72,2.5917411, ,3.4212842,0.8569229, ,4.6421471, 
9,1978,11.9630003,29.8628998,2.0213001,109.4623032,2.4818187,3.3966169,0.7037409,4.69558,500,1977,72,2.505934,2.5917411,3.370604,0.7697378,0.8569229,4.6719332,4.6421471
9,1979,11.776,32.9371986,1.9421,111.9345016,2.4660635,3.4946027,0.6637699,4.7179141,501,1978,72,2.4818187,2.505934,3.3966169,0.7037409,0.7697378,4.69558,4.6719332
9,1980,11.3179998,32.1348991,1.9499,100,2.4263945,3.4699426,0.6677781,4.6051702,502,1979,72,2.4660635,2.4818187,3.4946027,0.6637699,0.7037409,4.7179141,4.69558
9,1981,8.7810001,34.7038994,1.728,93.186203,2.1725903,3.5468521,0.5469647,4.5345998,503,1980,72,2.4263945,2.4660635,3.4699426,0.6677781,0.6637699,4.6051702,4.7179141
9,1982,7.619,33.9986992,1.904,90.8163986,2.0306451,3.5263224,0.643957,4.5088401,504,1981,72,2.1725903,2.4263945,3.5468521,0.5469647,0.6677781,4.5345998,4.6051702
9,1977,1.341,35.6865997,0.4501,104.5512009,0.2934156,3.5747752,-0.7982855,4.6496768,505,1982,73, , , , , , , 
9,1978,1.385,32.4538002,0.4686,107.5437012,0.3257001,3.4798176,-0.7580057,4.6778975,506,1977,73,0.2934156, ,3.5747752,-0.7982855, ,4.6496768, 
9,1979,1.401,30.5585995,0.4679,110.0803986,0.3371863,3.419646,-0.7595007,4.701211,507,1978,73,0.3257001,0.2934156,3.4798176,-0.7580057,-0.7982855,4.6778975,4.6496768
9,1980,1.401,33.2424011,0.4313,108.9508972,0.3371863,3.5038261,-0.8409513,4.6908975,508,1979,73,0.3371863,0.3257001,3.419646,-0.7595007,-0.7580057,4.701211,4.6778975
9,1981,1.34,33.0928001,0.4491,98.2966003,0.2926696,3.4993157,-0.8005098,4.5879893,509,1980,73,0.3371863,0.3371863,3.5038261,-0.8409513,-0.7595007,4.6908975,4.701211
9,1982,1.232,34.5387993,0.2139,92.5936966,0.2086389,3.5420833,-1.5422467,4.5282211,510,1981,73,0.2926696,0.3371863,3.4993157,-0.8005098,-0.8409513,4.5879893,4.6908975
9,1983,0.665,34.9420013,0.1647,91.5326004,-0.4079682,3.5536895,-1.8036296,4.516695,511,1982,73,0.2086389,0.2926696,3.5420833,-1.5422467,-0.8005098,4.5282211,4.5879893
9,1977,3.2379999,22.4104004,0.5321,104.5512009,1.1749558,3.1095252,-0.6309238,4.6496768,512,1983,74, , , , , , , 
9,1978,3.346,21.3398991,0.5746,107.5437012,1.2077656,3.0605786,-0.5540811,4.6778975,513,1977,74,1.1749558, ,3.1095252,-0.6309238, ,4.6496768, 
9,1979,3.3069999,22.1324005,0.6099,110.0803986,1.1960415,3.0970426,-0.4944603,4.701211,514,1978,74,1.2077656,1.1749558,3.0605786,-0.5540811,-0.6309238,4.6778975,4.6496768
9,1980,3.293,23.0214996,0.6056,108.9508972,1.191799,3.1364286,-0.5015356,4.6908975,515,1979,74,1.1960415,1.2077656,3.0970426,-0.4944603,-0.5540811,4.701211,4.6778975
9,1981,2.5450001,21.3698006,0.4661,98.2966003,0.9341307,3.0619788,-0.7633551,4.5879893,516,1980,74,1.191799,1.1960415,3.1364286,-0.5015356,-0.4944603,4.6908975,4.701211
9,1982,2.339,22.9253998,0.4095,92.5936966,0.8497235,3.1322455,-0.8928184,4.5282211,517,1981,74,0.9341307,1.191799,3.0619788,-0.7633551,-0.5015356,4.5879893,4.6908975
9,1983,2.062,23.8560009,0.3569,91.5326004,0.7236764,3.1720357,-1.0302997,4.516695,518,1982,74,0.8497235,0.9341307,3.1322455,-0.8928184,-0.7633551,4.5282211,4.5879893
9,1976,2.8629999,26.6385994,0.9361,103.7668991,1.05187,3.2823613,-0.066033,4.6421471,519,1983,75, , , , , , , 
9,1977,2.9979999,24.8661995,0.91,106.9041977,1.0979453,3.2135093,-0.0943106,4.6719332,520,1976,75,1.05187, ,3.2823613,-0.066033, ,4.6421471, 
9,1978,2.9289999,24.6235008,0.8837,109.4623032,1.074661,3.2037013,-0.1236376,4.69558,521,1977,75,1.0979453,1.05187,3.2135093,-0.0943106,-0.066033,4.6719332,4.6421471
9,1979,2.842,25.5660992,0.7551,111.9345016,1.044508,3.2412672,-0.2809051,4.7179141,522,1978,75,1.074661,1.0979453,3.2037013,-0.1236376,-0.0943106,4.69558,4.6719332
9,1980,2.3050001,24.8379002,0.6255,100,0.8350807,3.2123706,-0.4692039,4.6051702,523,1979,75,1.044508,1.074661,3.2412672,-0.2809051,-0.1236376,4.7179141,4.69558
9,1981,2.175,26.6847992,0.5965,93.186203,0.7770286,3.2840941,-0.5166761,4.5345998,524,1980,75,0.8350807,1.044508,3.2123706,-0.4692039,-0.2809051,4.6051702,4.7179141
9,1982,2.049,26.8873005,0.5052,90.8163986,0.7173519,3.2916541,-0.6828008,4.5088401,525,1981,75,0.7770286,0.8350807,3.2840941,-0.5166761,-0.4692039,4.5345998,4.6051702
9,1976,4.6700001,25.9291,0.9712,102.5302963,1.541159,3.2553658,-0.0292229,4.6301584,526,1982,76, , , , , , , 
9,1977,4.618,24.0604992,0.92,106.1199036,1.5299617,3.1805716,-0.0833816,4.6645699,527,1976,76,1.541159, ,3.2553658,-0.0292229, ,4.6301584, 
9,1978,4.6220002,24.1002998,0.891,108.8227997,1.5308275,3.1822243,-0.1154109,4.6897206,528,1977,76,1.5299617,1.541159,3.1805716,-0.0833816,-0.0292229,4.6645699,4.6301584
9,1979,5.0029998,25.4288006,0.9643,111.3164978,1.6100377,3.2358825,-0.0363529,4.7123775,529,1978,76,1.5308275,1.5299617,3.1822243,-0.1154109,-0.0833816,4.6897206,4.6645699
9,1980,4.9569998,26.6308994,0.9377,102.9835968,1.6008006,3.2820721,-0.0643252,4.6345696,530,1979,76,1.6100377,1.5308275,3.2358825,-0.0363529,-0.1154109,4.7123775,4.6897206
9,1981,4.4510002,28.1030006,0.8629,94.8896027,1.4931289,3.3358765,-0.1474565,4.5527143,531,1980,76,1.6008006,1.6100377,3.2820721,-0.0643252,-0.0363529,4.6345696,4.7123775
9,1982,3.8710001,30.0095997,0.7693,91.4087982,1.3535129,3.4015174,-0.2622743,4.5153418,532,1981,76,1.4931289,1.6008006,3.3358765,-0.1474565,-0.0643252,4.5527143,4.6345696
9,1977,6.73,18.5293999,1.2649,104.5512009,1.9065752,2.9193587,0.234993,4.6496768,533,1982,77, , , , , , , 
9,1978,6.5409999,18.2250996,1.2887,107.5437012,1.87809,2.9027998,0.2536339,4.6778975,534,1977,77,1.9065752, ,2.9193587,0.234993, ,4.6496768, 
9,1979,5.7719998,19.8080006,1.4315,110.0803986,1.7530186,2.9860859,0.3587228,4.701211,535,1978,77,1.87809,1.9065752,2.9027998,0.2536339,0.234993,4.6778975,4.6496768
9,1980,5.6240001,20.7628002,1.2471,108.9508972,1.7270432,3.0331628,0.2208209,4.6908975,536,1979,77,1.7530186,1.87809,2.9860859,0.3587228,0.2536339,4.701211,4.6778975
9,1981,4.3870001,20.9416008,1.013,98.2966003,1.4786457,3.0417376,0.0129162,4.5879893,537,1980,77,1.7270432,1.7530186,3.0331628,0.2208209,0.3587228,4.6908975,4.701211
9,1982,4.461,20.1172009,0.9076,92.5936966,1.4953729,3.0015752,-0.0969515,4.5282211,538,1981,77,1.4786457,1.7270432,3.0417376,0.0129162,0.2208209,4.5879893,4.6908975
9,1983,4.9039998,19.8943996,0.9264,91.5326004,1.5900512,2.9904382,-0.0764492,4.516695,539,1982,77,1.4953729,1.4786457,3.0015752,-0.0969515,0.0129162,4.5282211,4.5879893
9,1976,6.796,26.2714996,1.2276,102.5302963,1.9163342,3.2684846,0.205061,4.6301584,540,1983,78, , , , , , , 
9,1977,7.1339998,25.4230003,1.1722,106.1199036,1.9648721,3.2356544,0.1588823,4.6645699,541,1976,78,1.9163342, ,3.2684846,0.205061, ,4.6301584, 
9,1978,7.5170002,25.4246006,1.1783,108.8227997,2.0171671,3.2357173,0.1640727,4.6897206,542,1977,78,1.9648721,1.9163342,3.2356544,0.1588823,0.205061,4.6645699,4.6301584
9,1979,8.3830004,25.5771999,1.1592,111.3164978,2.1262059,3.2417014,0.1477301,4.7123775,543,1978,78,2.0171671,1.9648721,3.2357173,0.1640727,0.1588823,4.6897206,4.6645699
9,1980,7.658,24.4398994,1.0476,102.9835968,2.0357509,3.1962171,0.0465019,4.6345696,544,1979,78,2.1262059,2.0171671,3.2417014,0.1477301,0.1640727,4.7123775,4.6897206
9,1981,6.5890002,24.8833008,0.8037,94.8896027,1.8854016,3.2141969,-0.2185293,4.5527143,545,1980,78,2.0357509,2.1262059,3.1962171,0.0465019,0.1477301,4.6345696,4.7123775
9,1982,6.0770001,25.6863995,0.6937,91.4087982,1.8045112,3.2459617,-0.3657157,4.5153418,546,1981,78,1.8854016,2.0357509,3.2141969,-0.2185293,0.0465019,4.5527143,4.6345696
5,1976,0.456,20.5816002,0.1082,93.5999985,-0.7852625,3.0243974,-2.223774,4.5390306,547,1982,79, , , , , , , 
5,1977,0.544,22.6285992,0.1145,97.8000031,-0.608806,3.1192145,-2.1671805,4.5829248,548,1976,79,-0.7852625, ,3.0243974,-2.223774, ,4.5390306, 
5,1978,0.618,22.9645004,0.1565,102.5999985,-0.4812669,3.1339495,-1.8546993,4.6308379,549,1977,79,-0.608806,-0.7852625,3.1192145,-2.1671805,-2.223774,4.5829248,4.5390306
5,1979,0.828,20.2749004,0.1935,102.1999969,-0.1887421,3.0093837,-1.6424778,4.6269317,550,1978,79,-0.4812669,-0.608806,3.1339495,-1.8546993,-2.1671805,4.6308379,4.5829248
5,1980,0.75,22.7919998,0.151,100,-0.2876821,3.1264095,-1.8904755,4.6051702,551,1979,79,-0.1887421,-0.4812669,3.0093837,-1.6424778,-1.8546993,4.6269317,4.6308379
5,1981,0.604,22.8451996,0.1301,93.9000015,-0.5041811,3.128741,-2.0394518,4.5422306,552,1980,79,-0.2876821,-0.1887421,3.1264095,-1.8904755,-1.6424778,4.6051702,4.6269317
5,1982,0.621,22.3899994,0.1194,98.1999969,-0.4764242,3.1086144,-2.1252761,4.5870061,553,1981,79,-0.5041811,-0.2876821,3.128741,-2.0394518,-1.8904755,4.5422306,4.6051702
9,1976,2.9849999,23.1107998,0.5472,103.7668991,1.0935997,3.1403,-0.6029409,4.6421471,554,1982,80, , , , , , , 
9,1977,2.635,22.0767002,0.5311,106.9041977,0.9688832,3.0945227,-0.632805,4.6719332,555,1976,80,1.0935997, ,3.1403,-0.6029409, ,4.6421471, 
9,1978,2.5610001,22.4409008,0.6325,109.4623032,0.9403979,3.1108851,-0.4580751,4.69558,556,1977,80,0.9688832,1.0935997,3.0945227,-0.632805,-0.6029409,4.6719332,4.6421471
9,1979,2.842,23.5774002,0.8348,111.9345016,1.044508,3.1602886,-0.1805631,4.7179141,557,1978,80,0.9403979,0.9688832,3.1108851,-0.4580751,-0.632805,4.69558,4.6719332
9,1980,2.9909999,22.5505009,0.8178,100,1.0956078,3.1157572,-0.2011375,4.6051702,558,1979,80,1.044508,0.9403979,3.1602886,-0.1805631,-0.4580751,4.7179141,4.69558
9,1981,2.7820001,22.9878006,0.7489,93.186203,1.0231701,3.1349638,-0.2891498,4.5345998,559,1980,80,1.0956078,1.044508,3.1157572,-0.2011375,-0.1805631,4.6051702,4.7179141
9,1982,2.5,23.3722992,0.6527,90.8163986,0.9162908,3.1515515,-0.4266376,4.5088401,560,1981,80,1.0231701,1.0956078,3.1349638,-0.2891498,-0.2011375,4.5345998,4.6051702
4,1976,0.857,28.0280991,0.1319,116.4000015,-0.1543174,3.3332076,-2.0257113,4.7570324,561,1982,81, , , , , , , 
4,1977,0.865,24.6310997,0.1299,115.6999969,-0.1450258,3.2040098,-2.0409904,4.7510004,562,1976,81,-0.1543174, ,3.3332076,-2.0257113, ,4.7570324, 
4,1978,0.857,23.2266998,0.1811,112.8000031,-0.1543174,3.1453025,-1.7087059,4.7256165,563,1977,81,-0.1450258,-0.1543174,3.2040098,-2.0409904,-2.0257113,4.7510004,4.7570324
4,1979,0.789,22.7315998,0.1676,108.9000015,-0.236989,3.1237559,-1.786175,4.6904302,564,1978,81,-0.1543174,-0.1450258,3.1453025,-1.7087059,-2.0409904,4.7256165,4.7510004
4,1980,0.79,21.7588005,0.1477,100,-0.2357223,3.0800183,-1.9125721,4.6051702,565,1979,81,-0.236989,-0.1543174,3.1237559,-1.786175,-1.7087059,4.6904302,4.7256165
4,1981,0.704,23.7840996,0.1241,89.1999969,-0.3509769,3.1690173,-2.0866675,4.490881,566,1980,81,-0.2357223,-0.236989,3.0800183,-1.9125721,-1.786175,4.6051702,4.6904302
4,1982,0.673,25.7036991,0.1153,90.5,-0.39601,3.246635,-2.1602178,4.5053496,567,1981,81,-0.3509769,-0.2357223,3.1690173,-2.0866675,-1.9125721,4.490881,4.6051702
4,1976,5.842,38.3003006,0.5145,116.4000015,1.7650732,3.6454577,-0.6645597,4.7570324,568,1982,82, , , , , , , 
4,1977,5.033,33.3325005,0.4814,115.6999969,1.6160163,3.5065329,-0.7310567,4.7510004,569,1976,82,1.7650732, ,3.6454577,-0.6645597, ,4.7570324, 
4,1978,4.961,34.5783005,0.5469,112.8000031,1.6016073,3.5432262,-0.6034893,4.7256165,570,1977,82,1.6160163,1.7650732,3.5065329,-0.7310567,-0.6645597,4.7510004,4.7570324
4,1979,5.059,34.4117012,0.536,108.9000015,1.6211689,3.5383966,-0.6236211,4.6904302,571,1978,82,1.6016073,1.6160163,3.5432262,-0.6034893,-0.7310567,4.7256165,4.7510004
4,1980,4.8860002,35.8734016,0.5535,100,1.586374,3.5799961,-0.5914935,4.6051702,572,1979,82,1.6211689,1.6016073,3.5383966,-0.6236211,-0.6034893,4.6904302,4.7256165
4,1981,4.868,36.0601006,0.493,89.1999969,1.5826832,3.585187,-0.7072461,4.490881,573,1980,82,1.586374,1.6211689,3.5799961,-0.5914935,-0.6236211,4.6051702,4.6904302
4,1982,4.7350001,39.8670006,0.4783,90.5,1.5549817,3.685549,-0.7375171,4.5053496,574,1981,82,1.5826832,1.586374,3.585187,-0.7072461,-0.5914935,4.490881,4.6051702
1,1977,7.0450001,24.0706005,1.5167,127.1640015,1.9523182,3.1809912,0.4165369,4.8454776,575,1982,83, , , , , , , 
1,1978,7.0040002,22.7387009,1.4989001,127.3865967,1.9464815,3.1240683,0.4047315,4.8472266,576,1977,83,1.9523182, ,3.1809912,0.4165369, ,4.8454776, 
1,1979,6.7740002,24.3348999,1.3676,124.6424026,1.9130918,3.1919115,0.3130574,4.825449,577,1978,83,1.9464815,1.9523182,3.1240683,0.4047315,0.4165369,4.8472266,4.8454776
1,1980,5.9590001,26.8568001,1.3882999,118.9132004,1.7849027,3.290519,0.3280799,4.7783937,578,1979,83,1.9130918,1.9464815,3.1919115,0.3130574,0.4047315,4.825449,4.8472266
1,1981,4.7410002,25.9132996,1.2460001,99.3575974,1.5562481,3.2547565,0.2199385,4.5987253,579,1980,83,1.7849027,1.9130918,3.290519,0.3280799,0.3130574,4.7783937,4.825449
1,1982,3.78,26.9505005,1.0578001,97.2427979,1.329724,3.2940018,0.0561913,4.5772109,580,1981,83,1.5562481,1.7849027,3.2547565,0.2199385,0.3280799,4.5987253,4.7783937
1,1983,3.296,29.1933994,0.8687,97.194397,1.1927096,3.3739426,-0.1407574,4.5767131,581,1982,83,1.329724,1.5562481,3.2940018,0.0561913,0.2199385,4.5772109,4.5987253
7,1976,11.0039997,20.6389999,1.9605,94.6657028,2.3982589,3.0271826,0.6731995,4.5503516,582,1983,84, , , , , , , 
7,1977,12.816,17.0107994,2.2200999,96.3899994,2.5506945,2.8338485,0.7975522,4.5684023,583,1976,84,2.3982589, ,3.0271826,0.6731995, ,4.5503516, 
7,1978,15.3769999,16.4804001,2.681,98.6078033,2.732873,2.8021717,0.9861898,4.5911503,584,1977,84,2.5506945,2.3982589,2.8338485,0.7975522,0.6731995,4.5684023,4.5503516
7,1979,16.2059994,17.9221992,4.4601998,100.3583984,2.7853816,2.8860402,1.4951936,4.608748,585,1978,84,2.732873,2.5506945,2.8021717,0.9861898,0.7975522,4.5911503,4.5684023
7,1980,16.4020004,19.3474007,4.9271998,100.183403,2.7974033,2.962558,1.5947708,4.6070027,586,1979,84,2.7853816,2.732873,2.8860402,1.4951936,0.9861898,4.608748,4.5911503
7,1981,16.0860004,20.6074009,4.6954999,98.6743011,2.7779493,3.0256503,1.5466046,4.5918245,587,1980,84,2.7974033,2.7853816,2.962558,1.5947708,1.4951936,4.6070027,4.608748
7,1982,16.8299999,20.7063007,5.0098,99.3806992,2.823163,3.0304379,1.611396,4.598958,588,1981,84,2.7779493,2.7974033,3.0256503,1.5466046,1.5947708,4.5918245,4.6070027
5,1976,32.5470009,16.8689995,10.3559999,93.8332977,3.4826853,2.8254776,2.3375661,4.5415196,589,1982,85, , , , , , , 
5,1977,30.8059998,17.4416008,9.3943005,97.0999985,3.4277096,2.8588581,2.2401032,4.5757413,590,1976,85,3.4826853, ,2.8254776,2.3375661, ,4.5415196, 
